Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Loan_Status_NUM,Total_Income,LoanAmount_Log,Total_Income_Log,Loan_to_Income_Ratio
LP002128,Male,Yes,2,Graduate,No,2583,2330.0,125.0,360.0,1.0,Rural,Y,1,4913.0,4.8283137373023015,8.499640032168648,0.0254427030327702
LP002129,Male,Yes,0,Graduate,No,2499,2458.0,160.0,360.0,1.0,Semiurban,Y,1,4957.0,5.075173815233827,8.508555998020574,0.03227758725035303
LP002130,Male,Yes,0,Not Graduate,No,3523,3230.0,152.0,360.0,0.0,Rural,N,0,6753.0,5.0238805208462765,8.817742129574842,0.02250851473419221
LP002131,Male,Yes,2,Not Graduate,No,3083,2168.0,126.0,360.0,1.0,Urban,Y,1,5251.0,4.836281906951478,8.566173813637858,0.023995429442011044
LP002137,Male,Yes,0,Graduate,No,6333,4583.0,259.0,360.0,1.0,Semiurban,Y,1,10916.0,5.556828061699537,9.29798488182823,0.02372663979479663
LP002138,Male,Yes,0,Graduate,No,2625,6250.0,187.0,360.0,1.0,Rural,Y,1,8875.0,5.231108616854587,9.090993614343617,0.021070422535211266
LP002139,Male,Yes,0,Graduate,No,9083,0.0,228.0,360.0,1.0,Semiurban,Y,1,9083.0,5.429345628954441,9.114159813502214,0.025101838599581636
LP002140,Male,No,0,Graduate,No,8750,4167.0,308.0,360.0,1.0,Rural,N,0,12917.0,5.730099782973574,9.466299552232016,0.023844545947201364
LP002141,Male,Yes,3+,Graduate,No,2666,2083.0,95.0,360.0,1.0,Rural,Y,1,4749.0,4.553876891600541,8.465689348549121,0.02000421141292904
LP002142,Female,Yes,0,Graduate,Yes,5500,0.0,105.0,360.0,0.0,Rural,N,0,5500.0,4.653960350157523,8.612503371220562,0.019090909090909092
LP002143,Female,Yes,0,Graduate,No,2423,505.0,130.0,360.0,1.0,Semiurban,Y,1,2928.0,4.867534450455582,7.982074875081202,0.04439890710382514
LP002144,Female,No,0,Graduate,No,3813,0.0,116.0,180.0,1.0,Urban,Y,1,3813.0,4.7535901911063645,8.246171559857563,0.03042223970626803
LP002149,Male,Yes,2,Graduate,No,8333,3167.0,165.0,360.0,1.0,Rural,Y,1,11500.0,5.10594547390058,9.350102314351341,0.014347826086956521
LP002151,Male,Yes,1,Graduate,No,3875,0.0,67.0,360.0,1.0,Urban,N,0,3875.0,4.204692619390966,8.262300941787448,0.01729032258064516
LP002158,Male,Yes,0,Not Graduate,No,3000,1666.0,100.0,480.0,0.0,Urban,N,0,4666.0,4.605170185988092,8.448057452581375,0.021431633090441493
LP002160,Male,Yes,3+,Graduate,No,5167,3167.0,200.0,360.0,1.0,Semiurban,Y,1,8334.0,5.298317366548036,9.0280988119824,0.023998080153587713
LP002161,Female,No,1,Graduate,No,4723,0.0,81.0,360.0,1.0,Semiurban,N,0,4723.0,4.394449154672439,8.460199469896118,0.017150116451408005
LP002170,Male,Yes,2,Graduate,No,5000,3667.0,236.0,360.0,1.0,Semiurban,Y,1,8667.0,5.4638318050256105,9.067277989134345,0.027229721933771777
LP002175,Male,Yes,0,Graduate,No,4750,2333.0,130.0,360.0,1.0,Urban,Y,1,7083.0,4.867534450455582,8.865452825753623,0.01835380488493576
LP002178,Male,Yes,0,Graduate,No,3013,3033.0,95.0,300.0,1.0,Urban,Y,1,6046.0,4.553876891600541,8.707152175339404,0.0157128680119087
LP002180,Male,No,0,Graduate,Yes,6822,0.0,141.0,360.0,1.0,Rural,Y,1,6822.0,4.948759890378168,8.82790796297859,0.020668425681618294
LP002181,Male,No,0,Not Graduate,No,6216,0.0,133.0,360.0,1.0,Rural,N,0,6216.0,4.890349128221754,8.734881892047483,0.021396396396396396
LP002187,Male,No,0,Graduate,No,2500,0.0,96.0,480.0,1.0,Semiurban,N,0,2500.0,4.564348191467836,7.824046010856292,0.0384
LP002188,Male,No,0,Graduate,No,5124,0.0,124.0,360.0,0.0,Rural,N,0,5124.0,4.820281565605037,8.541690663016626,0.02419984387197502
LP002190,Male,Yes,1,Graduate,No,6325,0.0,175.0,360.0,1.0,Semiurban,Y,1,6325.0,5.1647859739235145,8.752265313595721,0.02766798418972332
LP002191,Male,Yes,0,Graduate,No,19730,5266.0,570.0,360.0,1.0,Rural,N,0,24996.0,6.345636360828596,10.126471091048971,0.022803648583773404
LP002194,Female,No,0,Graduate,Yes,15759,0.0,55.0,360.0,1.0,Semiurban,Y,1,15759.0,4.007333185232471,9.665166909622071,0.0034900691668253063
LP002197,Male,Yes,2,Graduate,No,5185,0.0,155.0,360.0,1.0,Semiurban,Y,1,5185.0,5.043425116919247,8.553525120663627,0.029893924783027964
LP002201,Male,Yes,2,Graduate,Yes,9323,7873.0,380.0,300.0,1.0,Rural,Y,1,17196.0,5.940171252720432,9.752432077616172,0.02209816236334031
LP002205,Male,No,1,Graduate,No,3062,1987.0,111.0,180.0,0.0,Urban,N,0,5049.0,4.709530201312334,8.526945482858915,0.021984551396316103
LP002209,Female,No,0,Graduate,No,2764,1459.0,110.0,360.0,1.0,Urban,Y,1,4223.0,4.700480365792417,8.348301054933943,0.02604783329386692
LP002211,Male,Yes,0,Graduate,No,4817,923.0,120.0,180.0,1.0,Urban,Y,1,5740.0,4.787491742782046,8.655214489313613,0.020905923344947737
LP002219,Male,Yes,3+,Graduate,No,8750,4996.0,130.0,360.0,1.0,Rural,Y,1,13746.0,4.867534450455582,9.52850315168155,0.009457296668121635
LP002223,Male,Yes,0,Graduate,No,4310,0.0,130.0,360.0,1.0,Semiurban,Y,1,4310.0,4.867534450455582,8.368693183097793,0.030162412993039442
LP002224,Male,No,0,Graduate,No,3069,0.0,71.0,480.0,1.0,Urban,N,0,3069.0,4.2626798770413155,8.029107054619736,0.023134571521668295
LP002225,Male,Yes,2,Graduate,No,5391,0.0,130.0,360.0,1.0,Urban,Y,1,5391.0,4.867534450455582,8.592486175451668,0.024114264514932295
LP002226,Male,Yes,0,Graduate,No,3333,2500.0,128.0,360.0,1.0,Semiurban,Y,1,5833.0,4.852030263919617,8.671286726753637,0.021944111092062405
LP002229,Male,No,0,Graduate,No,5941,4232.0,296.0,360.0,1.0,Semiurban,Y,1,10173.0,5.69035945432406,9.227492430793749,0.029096628329892852
LP002231,Female,No,0,Graduate,No,6000,0.0,156.0,360.0,1.0,Urban,Y,1,6000.0,5.049856007249537,8.699514748210191,0.026
LP002234,Male,No,0,Graduate,Yes,7167,0.0,128.0,360.0,1.0,Urban,Y,1,7167.0,4.852030263919617,8.877242435993919,0.017859634435607646
LP002236,Male,Yes,2,Graduate,No,4566,0.0,100.0,360.0,1.0,Urban,N,0,4566.0,4.605170185988092,8.42639282708974,0.021901007446342532
LP002237,Male,No,1,Graduate,No,3667,0.0,113.0,180.0,1.0,Urban,Y,1,3667.0,4.727387818712341,8.207129168071326,0.030815380419961822
LP002239,Male,No,0,Not Graduate,No,2346,1600.0,132.0,360.0,1.0,Semiurban,Y,1,3946.0,4.882801922586371,8.28045768658256,0.03345159655347187
LP002243,Male,Yes,0,Not Graduate,No,3010,3136.0,128.0,360.0,0.0,Urban,N,0,6146.0,4.852030263919617,8.72355674269043,0.02082655385616661
LP002244,Male,Yes,0,Graduate,No,2333,2417.0,136.0,360.0,1.0,Urban,Y,1,4750.0,4.912654885736052,8.465899897028686,0.02863157894736842
LP002250,Male,Yes,0,Graduate,No,5488,0.0,125.0,360.0,1.0,Rural,Y,1,5488.0,4.8283137373023015,8.610319169405722,0.022776967930029153
LP002255,Male,No,3+,Graduate,No,9167,0.0,185.0,360.0,1.0,Rural,Y,1,9167.0,5.220355825078324,9.123365357961776,0.020181084324206393
LP002262,Male,Yes,3+,Graduate,No,9504,0.0,275.0,360.0,1.0,Rural,Y,1,9504.0,5.616771097666572,9.159468041602427,0.028935185185185185
LP002263,Male,Yes,0,Graduate,No,2583,2115.0,120.0,360.0,1.0,Urban,Y,1,4698.0,4.787491742782046,8.454892165218858,0.02554278416347382
LP002265,Male,Yes,2,Not Graduate,No,1993,1625.0,113.0,180.0,1.0,Semiurban,Y,1,3618.0,4.727387818712341,8.193676665955241,0.03123272526257601
LP002266,Male,Yes,2,Graduate,No,3100,1400.0,113.0,360.0,1.0,Urban,Y,1,4500.0,4.727387818712341,8.411832675758411,0.025111111111111112
LP002272,Male,Yes,2,Graduate,No,3276,484.0,135.0,360.0,1.0,Semiurban,Y,1,3760.0,4.90527477843843,8.23217423638394,0.03590425531914894
LP002277,Female,No,0,Graduate,No,3180,0.0,71.0,360.0,0.0,Urban,N,0,3180.0,4.2626798770413155,8.064636475774222,0.02232704402515723
LP002281,Male,Yes,0,Graduate,No,3033,1459.0,95.0,360.0,1.0,Urban,Y,1,4492.0,4.553876891600541,8.410053315858335,0.021148708815672306
LP002284,Male,No,0,Not Graduate,No,3902,1666.0,109.0,360.0,1.0,Rural,Y,1,5568.0,4.6913478822291435,8.624791202014256,0.019576149425287355
LP002287,Female,No,0,Graduate,No,1500,1800.0,103.0,360.0,0.0,Semiurban,N,0,3300.0,4.634728988229636,8.101677747454572,0.031212121212121212
LP002288,Male,Yes,2,Not Graduate,No,2889,0.0,45.0,180.0,0.0,Urban,N,0,2889.0,3.8066624897703196,7.968665700466235,0.01557632398753894
LP002296,Male,No,0,Not Graduate,No,2755,0.0,65.0,300.0,1.0,Rural,N,0,2755.0,4.174387269895637,7.9211727215870145,0.023593466424682397
LP002297,Male,No,0,Graduate,No,2500,20000.0,103.0,360.0,1.0,Semiurban,Y,1,22500.0,4.634728988229636,10.021270588192511,0.004577777777777778
LP002300,Female,No,0,Not Graduate,No,1963,0.0,53.0,360.0,1.0,Semiurban,Y,1,1963.0,3.970291913552122,7.5822291942764615,0.026999490575649515
LP002301,Female,No,0,Graduate,Yes,7441,0.0,194.0,360.0,1.0,Rural,N,0,7441.0,5.267858159063328,8.914760527397261,0.026071764547775836
LP002305,Female,No,0,Graduate,No,4547,0.0,115.0,360.0,1.0,Semiurban,Y,1,4547.0,4.74493212836325,8.42222295382501,0.025291400923685946
LP002308,Male,Yes,0,Not Graduate,No,2167,2400.0,115.0,360.0,1.0,Urban,Y,1,4567.0,4.74493212836325,8.426611813185,0.025180643748631486
LP002314,Female,No,0,Not Graduate,No,2213,0.0,66.0,360.0,1.0,Rural,Y,1,2213.0,4.189654742026425,7.70210434005105,0.0298237686398554
LP002315,Male,Yes,1,Graduate,No,8300,0.0,152.0,300.0,0.0,Semiurban,N,0,8300.0,5.0238805208462765,9.02401079378469,0.018313253012048194
LP002317,Male,Yes,3+,Graduate,No,81000,0.0,360.0,360.0,0.0,Rural,N,0,81000.0,5.886104031450156,11.302204433654575,0.0044444444444444444
LP002318,Female,No,1,Not Graduate,Yes,3867,0.0,62.0,360.0,1.0,Semiurban,N,0,3867.0,4.127134385045092,8.260234291607297,0.016033100594776313
LP002319,Male,Yes,0,Graduate,No,6256,0.0,160.0,360.0,1.0,Urban,Y,1,6256.0,5.075173815233827,8.741296282225147,0.02557544757033248
LP002328,Male,Yes,0,Not Graduate,No,6096,0.0,218.0,360.0,0.0,Rural,N,0,6096.0,5.384495062789089,8.715388097366482,0.035761154855643046
LP002332,Male,Yes,0,Not Graduate,No,2253,2033.0,110.0,360.0,1.0,Rural,Y,1,4286.0,4.700480365792417,8.363109176033522,0.025664955669622024
LP002335,Female,Yes,0,Not Graduate,No,2149,3237.0,178.0,360.0,0.0,Semiurban,N,0,5386.0,5.181783550292085,8.591558273371545,0.03304864463423691
LP002337,Female,No,0,Graduate,No,2995,0.0,60.0,360.0,1.0,Urban,Y,1,2995.0,4.0943445622221,8.00469951054955,0.02003338898163606
LP002341,Female,No,1,Graduate,No,2600,0.0,160.0,360.0,1.0,Urban,N,0,2600.0,5.075173815233827,7.8632667240095735,0.06153846153846154
LP002342,Male,Yes,2,Graduate,Yes,1600,20000.0,239.0,360.0,1.0,Urban,N,0,21600.0,5.476463551931511,9.980448593672257,0.011064814814814816
LP002345,Male,Yes,0,Graduate,No,1025,2773.0,112.0,360.0,1.0,Rural,Y,1,3798.0,4.718498871295094,8.242229891372231,0.02948920484465508
LP002347,Male,Yes,0,Graduate,No,3246,1417.0,138.0,360.0,1.0,Semiurban,Y,1,4663.0,4.927253685157205,8.44741429680832,0.029594681535492173
LP002348,Male,Yes,0,Graduate,No,5829,0.0,138.0,360.0,1.0,Rural,Y,1,5829.0,4.927253685157205,8.67060073804555,0.023674729799279464
LP002357,Female,No,0,Not Graduate,No,2720,0.0,80.0,360.0,0.0,Urban,N,0,2720.0,4.382026634673881,7.908387159290043,0.029411764705882353
LP002361,Male,Yes,0,Graduate,No,1820,1719.0,100.0,360.0,1.0,Urban,Y,1,3539.0,4.605170185988092,8.171599480345463,0.028256569652444195
LP002362,Male,Yes,1,Graduate,No,7250,1667.0,110.0,360.0,0.0,Urban,N,0,8917.0,4.700480365792417,9.095714846134879,0.01233598743972188
LP002364,Male,Yes,0,Graduate,No,14880,0.0,96.0,360.0,1.0,Semiurban,Y,1,14880.0,4.564348191467836,9.607773308387083,0.0064516129032258064
LP002366,Male,Yes,0,Graduate,No,2666,4300.0,121.0,360.0,1.0,Rural,Y,1,6966.0,4.795790545596741,8.848796450925947,0.01737008326155613
LP002367,Female,No,1,Not Graduate,No,4606,0.0,81.0,360.0,1.0,Rural,N,0,4606.0,4.394449154672439,8.43511508038063,0.017585757707338254
LP002368,Male,Yes,2,Graduate,No,5935,0.0,133.0,360.0,1.0,Semiurban,Y,1,5935.0,4.890349128221754,8.688622307043769,0.02240943555181129
LP002369,Male,Yes,0,Graduate,No,2920,16.12000084,87.0,360.0,1.0,Rural,Y,1,2936.12000084,4.465908118654584,7.984844261119869,0.029630941506174818
LP002370,Male,No,0,Not Graduate,No,2717,0.0,60.0,180.0,1.0,Urban,Y,1,2717.0,4.0943445622221,7.907283609426348,0.02208317997791682
LP002377,Female,No,1,Graduate,Yes,8624,0.0,150.0,360.0,1.0,Semiurban,Y,1,8624.0,5.0106352940962555,9.06230429314878,0.017393320964749538
LP002379,Male,No,0,Graduate,No,6500,0.0,105.0,360.0,0.0,Rural,N,0,6500.0,4.653960350157523,8.779557455883728,0.016153846153846154
LP002386,Male,No,0,Graduate,No,12876,0.0,405.0,360.0,1.0,Semiurban,Y,1,12876.0,6.003887067106539,9.463120392418698,0.03145386766076421
LP002387,Male,Yes,0,Graduate,No,2425,2340.0,143.0,360.0,1.0,Semiurban,Y,1,4765.0,4.962844630259907,8.469052816088302,0.030010493179433367
LP002390,Male,No,0,Graduate,No,3750,0.0,100.0,360.0,1.0,Urban,Y,1,3750.0,4.605170185988092,8.229511118964457,0.02666666666666667
LP002393,Female,Yes,0,Graduate,No,10047,0.0,128.0,240.0,1.0,Semiurban,Y,1,10047.0,4.852030263919617,9.215029361462314,0.012740121429282374
LP002398,Male,No,0,Graduate,No,1926,1851.0,50.0,360.0,1.0,Semiurban,Y,1,3777.0,3.912023005428146,8.236685322712457,0.013238019592268996
LP002401,Male,Yes,0,Graduate,No,2213,1125.0,128.0,360.0,1.0,Urban,Y,1,3338.0,4.852030263919617,8.11312710422178,0.03834631515877771
LP002403,Male,No,0,Graduate,Yes,10416,0.0,187.0,360.0,0.0,Urban,N,0,10416.0,5.231108616854587,9.251098364448351,0.0179531490015361
LP002407,Female,Yes,0,Not Graduate,Yes,7142,0.0,138.0,360.0,1.0,Rural,Y,1,7142.0,4.927253685157205,8.873748128154395,0.019322318678241388
LP002408,Male,No,0,Graduate,No,3660,5064.0,187.0,360.0,1.0,Semiurban,Y,1,8724.0,5.231108616854587,9.07383312732152,0.021435121503897293
LP002409,Male,Yes,0,Graduate,No,7901,1833.0,180.0,360.0,1.0,Rural,Y,1,9734.0,5.19295685089021,9.1833801903934,0.018491884117526197
LP002418,Male,No,3+,Not Graduate,No,4707,1993.0,148.0,360.0,1.0,Semiurban,Y,1,6700.0,4.997212273764115,8.809862805379057,0.02208955223880597
LP002422,Male,No,1,Graduate,No,37719,0.0,152.0,360.0,1.0,Semiurban,Y,1,37719.0,5.0238805208462765,10.537919225261291,0.004029799305389856
LP002424,Male,Yes,0,Graduate,No,7333,8333.0,175.0,300.0,1.0,Rural,Y,1,15666.0,5.1647859739235145,9.659248037927183,0.011170688114387846
LP002429,Male,Yes,1,Graduate,Yes,3466,1210.0,130.0,360.0,1.0,Rural,Y,1,4676.0,4.867534450455582,8.450198322591959,0.027801539777587682
LP002434,Male,Yes,2,Not Graduate,No,4652,0.0,110.0,360.0,1.0,Rural,Y,1,4652.0,4.700480365792417,8.445052513638554,0.023645743766122097
LP002435,Male,Yes,0,Graduate,No,3539,1376.0,55.0,360.0,1.0,Rural,N,0,4915.0,4.007333185232471,8.500047032581268,0.011190233977619531
LP002443,Male,Yes,2,Graduate,No,3340,1710.0,150.0,360.0,0.0,Rural,N,0,5050.0,5.0106352940962555,8.527143522269405,0.0297029702970297
LP002444,Male,No,1,Not Graduate,Yes,2769,1542.0,190.0,360.0,1.0,Semiurban,N,0,4311.0,5.247024072160486,8.368925174747135,0.04407330085826954
LP002446,Male,Yes,2,Not Graduate,No,2309,1255.0,125.0,360.0,0.0,Rural,N,0,3564.0,4.8283137373023015,8.1786387885907,0.035072951739618406
LP002447,Male,Yes,2,Not Graduate,No,1958,1456.0,60.0,300.0,1.0,Urban,Y,1,3414.0,4.0943445622221,8.135639903354386,0.01757469244288225
LP002448,Male,Yes,0,Graduate,No,3948,1733.0,149.0,360.0,0.0,Rural,N,0,5681.0,5.003946305945459,8.644882552557126,0.02622777679985918
LP002449,Male,Yes,0,Graduate,No,2483,2466.0,90.0,180.0,0.0,Rural,Y,1,4949.0,4.499809670330265,8.506940814951886,0.018185492018589614
LP002453,Male,No,0,Graduate,Yes,7085,0.0,84.0,360.0,1.0,Semiurban,Y,1,7085.0,4.430816798843313,8.865735152124781,0.011856033874382499
LP002455,Male,Yes,2,Graduate,No,3859,0.0,96.0,360.0,1.0,Semiurban,Y,1,3859.0,4.564348191467836,8.258163361537619,0.024876911116869654
LP002459,Male,Yes,0,Graduate,No,4301,0.0,118.0,360.0,1.0,Urban,Y,1,4301.0,4.770684624465665,8.366602832783736,0.027435480120902116
LP002467,Male,Yes,0,Graduate,No,3708,2569.0,173.0,360.0,1.0,Urban,N,0,6277.0,5.153291594497779,8.744647438317532,0.027560936753226063
LP002472,Male,No,2,Graduate,No,4354,0.0,136.0,360.0,1.0,Rural,Y,1,4354.0,4.912654885736052,8.378850241794492,0.03123564538355535
LP002473,Male,Yes,0,Graduate,No,8334,0.0,160.0,360.0,1.0,Semiurban,N,0,8334.0,5.075173815233827,9.0280988119824,0.01919846412287017
LP002478,Male,Yes,0,Graduate,Yes,2083,4083.0,160.0,360.0,1.0,Semiurban,Y,1,6166.0,5.075173815233827,8.726805608446096,0.025948751216347713
LP002484,Male,Yes,3+,Graduate,No,7740,0.0,128.0,180.0,1.0,Urban,Y,1,7740.0,4.852030263919617,8.954156966583772,0.016537467700258397
LP002487,Male,Yes,0,Graduate,No,3015,2188.0,153.0,360.0,1.0,Rural,Y,1,5203.0,5.030437921392435,8.556990661290303,0.02940611185854315
LP002489,Female,No,1,Not Graduate,No,5191,0.0,132.0,360.0,1.0,Semiurban,Y,1,5191.0,4.882801922586371,8.55468163582723,0.025428626468888462
LP002493,Male,No,0,Graduate,No,4166,0.0,98.0,360.0,0.0,Semiurban,N,0,4166.0,4.584967478670572,8.334711621820917,0.023523763802208355
LP002494,Male,No,0,Graduate,No,6000,0.0,140.0,360.0,1.0,Rural,Y,1,6000.0,4.941642422609304,8.699514748210191,0.023333333333333334
LP002500,Male,Yes,3+,Not Graduate,No,2947,1664.0,70.0,180.0,0.0,Urban,N,0,4611.0,4.248495242049359,8.436200032206706,0.015181088700932552
LP002501,Male,Yes,0,Graduate,No,16692,0.0,110.0,360.0,1.0,Semiurban,Y,1,16692.0,4.700480365792417,9.722684841711443,0.006589983225497244
LP002502,Female,Yes,2,Not Graduate,No,210,2917.0,98.0,360.0,1.0,Semiurban,Y,1,3127.0,4.584967478670572,8.047829357457841,0.03133994243684042
LP002505,Male,Yes,0,Graduate,No,4333,2451.0,110.0,360.0,1.0,Urban,N,0,6784.0,4.700480365792417,8.822322177471738,0.016214622641509434
LP002515,Male,Yes,1,Graduate,Yes,3450,2079.0,162.0,360.0,1.0,Semiurban,Y,1,5529.0,5.087596335232384,8.617762246337932,0.02930005425935974
LP002517,Male,Yes,1,Not Graduate,No,2653,1500.0,113.0,180.0,0.0,Rural,N,0,4153.0,4.727387818712341,8.331586243630754,0.027209246327955693
LP002519,Male,Yes,3+,Graduate,No,4691,0.0,100.0,360.0,1.0,Semiurban,Y,1,4691.0,4.605170185988092,8.453401058328458,0.021317416329140908
LP002522,Female,No,0,Graduate,Yes,2500,0.0,93.0,360.0,1.0,Urban,Y,1,2500.0,4.532599493153256,7.824046010856292,0.0372
LP002524,Male,No,2,Graduate,No,5532,4648.0,162.0,360.0,1.0,Rural,Y,1,10180.0,5.087596335232384,9.228180290104513,0.015913555992141455
LP002527,Male,Yes,2,Graduate,Yes,16525,1014.0,150.0,360.0,1.0,Rural,Y,1,17539.0,5.0106352940962555,9.772182251758139,0.008552369006214722
LP002529,Male,Yes,2,Graduate,No,6700,1750.0,230.0,300.0,1.0,Semiurban,Y,1,8450.0,5.438079308923196,9.041921720351219,0.027218934911242602
LP002530,Male,Yes,2,Graduate,No,2873,1872.0,132.0,360.0,0.0,Semiurban,N,0,4745.0,4.882801922586371,8.464846711044029,0.027818756585879872
LP002531,Male,Yes,1,Graduate,Yes,16667,2250.0,86.0,360.0,1.0,Semiurban,Y,1,18917.0,4.454347296253507,9.847816267665664,0.004546175397790347
LP002533,Male,Yes,2,Graduate,No,2947,1603.0,128.0,360.0,1.0,Urban,N,0,4550.0,4.852030263919617,8.422882511944996,0.028131868131868132
LP002534,Female,No,0,Not Graduate,No,4350,0.0,154.0,360.0,1.0,Rural,Y,1,4350.0,5.0369526024136295,8.37793112408273,0.035402298850574714
LP002536,Male,Yes,3+,Not Graduate,No,3095,0.0,113.0,360.0,1.0,Rural,Y,1,3095.0,4.727387818712341,8.037543185118697,0.03651050080775444
LP002537,Male,Yes,0,Graduate,No,2083,3150.0,128.0,360.0,1.0,Semiurban,Y,1,5233.0,4.852030263919617,8.562740006372207,0.024460156697878845
LP002541,Male,Yes,0,Graduate,No,10833,0.0,234.0,360.0,1.0,Semiurban,Y,1,10833.0,5.455321115357702,9.290352309945568,0.02160066463583495
LP002543,Male,Yes,2,Graduate,No,8333,0.0,246.0,360.0,1.0,Semiurban,Y,1,8333.0,5.5053315359323625,9.027978814382207,0.029521180847233888
LP002544,Male,Yes,1,Not Graduate,No,1958,2436.0,131.0,360.0,1.0,Rural,Y,1,4394.0,4.875197323201151,8.387995252944556,0.029813381884387802
LP002545,Male,No,2,Graduate,No,3547,0.0,80.0,360.0,0.0,Rural,N,0,3547.0,4.382026634673881,8.173857454773621,0.02255427121511136
LP002547,Male,Yes,1,Graduate,No,18333,0.0,500.0,360.0,1.0,Urban,N,0,18333.0,6.214608098422191,9.816457993563025,0.02727322314951181
LP002555,Male,Yes,2,Graduate,Yes,4583,2083.0,160.0,360.0,1.0,Semiurban,Y,1,6666.0,5.075173815233827,8.804775258867686,0.024002400240024
LP002556,Male,No,0,Graduate,No,2435,0.0,75.0,360.0,1.0,Urban,N,0,2435.0,4.31748811353631,7.79770203551669,0.030800821355236138
LP002560,Male,No,0,Not Graduate,No,2699,2785.0,96.0,360.0,1.0,Semiurban,Y,1,5484.0,4.564348191467836,8.609590040682205,0.0175054704595186
LP002562,Male,Yes,1,Not Graduate,No,5333,1131.0,186.0,360.0,1.0,Urban,Y,1,6464.0,5.225746673713202,8.774003600200931,0.028774752475247526
LP002571,Male,No,0,Not Graduate,No,3691,0.0,110.0,360.0,1.0,Rural,Y,1,3691.0,4.700480365792417,8.213652703029998,0.029802221620157138
LP002582,Female,No,0,Not Graduate,Yes,17263,0.0,225.0,360.0,1.0,Semiurban,Y,1,17263.0,5.41610040220442,9.756320761816548,0.013033655795632277
LP002585,Male,Yes,0,Graduate,No,3597,2157.0,119.0,360.0,0.0,Rural,N,0,5754.0,4.77912349311153,8.657650544111494,0.02068126520681265
LP002586,Female,Yes,1,Graduate,No,3326,913.0,105.0,84.0,1.0,Semiurban,Y,1,4239.0,4.653960350157523,8.352082671352637,0.024769992922859165
LP002587,Male,Yes,0,Not Graduate,No,2600,1700.0,107.0,360.0,1.0,Rural,Y,1,4300.0,4.672828834461906,8.366370301681654,0.02488372093023256
LP002588,Male,Yes,0,Graduate,No,4625,2857.0,111.0,12.0,1.0,Urban,Y,1,7482.0,4.709530201312334,8.920255414908091,0.01483560545308741
LP002600,Male,Yes,1,Graduate,Yes,2895,0.0,95.0,360.0,1.0,Semiurban,Y,1,2895.0,4.553876891600541,7.970740390007095,0.03281519861830743
LP002602,Male,No,0,Graduate,No,6283,4416.0,209.0,360.0,0.0,Rural,N,0,10699.0,5.342334251964811,9.277905558138606,0.019534535937938125
LP002603,Female,No,0,Graduate,No,645,3683.0,113.0,480.0,1.0,Rural,Y,1,4328.0,4.727387818712341,8.372860820526318,0.0261090573012939
LP002606,Female,No,0,Graduate,No,3159,0.0,100.0,360.0,1.0,Semiurban,Y,1,3159.0,4.605170185988092,8.058010800802085,0.03165558721114277
LP002615,Male,Yes,2,Graduate,No,4865,5624.0,208.0,360.0,1.0,Semiurban,Y,1,10489.0,5.337538079701318,9.258082367961604,0.01983029840785585
LP002618,Male,Yes,1,Not Graduate,No,4050,5302.0,138.0,360.0,1.0,Rural,N,0,9352.0,4.927253685157205,9.143345503151904,0.014756201881950384
LP002619,Male,Yes,0,Not Graduate,No,3814,1483.0,124.0,300.0,1.0,Semiurban,Y,1,5297.0,4.820281565605037,8.574895901544526,0.0234094770624882
LP002622,Male,Yes,2,Graduate,No,3510,4416.0,243.0,360.0,1.0,Rural,Y,1,7926.0,5.493061443340548,8.97790377375038,0.030658591975775928
LP002624,Male,Yes,0,Graduate,No,20833,6667.0,480.0,360.0,1.0,Urban,Y,1,27500.0,6.173786103901937,10.221941283654663,0.017454545454545455
LP002625,Male,No,0,Graduate,No,3583,0.0,96.0,360.0,1.0,Urban,N,0,3583.0,4.564348191467836,8.183955717304954,0.026793190064192018
LP002626,Male,Yes,0,Graduate,Yes,2479,3013.0,188.0,360.0,1.0,Urban,Y,1,5492.0,5.236441962829949,8.61104776688786,0.03423160961398398
LP002634,Female,No,1,Graduate,No,13262,0.0,40.0,360.0,1.0,Urban,Y,1,13262.0,3.6888794541139363,9.492658081928813,0.003016136329362087
LP002637,Male,No,0,Not Graduate,No,3598,1287.0,100.0,360.0,1.0,Rural,N,0,4885.0,4.605170185988092,8.493924564476883,0.02047082906857728
LP002640,Male,Yes,1,Graduate,No,6065,2004.0,250.0,360.0,1.0,Semiurban,Y,1,8069.0,5.521460917862246,8.995784837848506,0.030982773577890692
LP002643,Male,Yes,2,Graduate,No,3283,2035.0,148.0,360.0,1.0,Urban,Y,1,5318.0,4.997212273764115,8.578852571802965,0.027830011282437006
LP002648,Male,Yes,0,Graduate,No,2130,6666.0,70.0,180.0,1.0,Semiurban,N,0,8796.0,4.248495242049359,9.082052351674651,0.007958162801273306
LP002652,Male,No,0,Graduate,No,5815,3666.0,311.0,360.0,1.0,Rural,N,0,9481.0,5.739792912179234,9.15704507491796,0.03280244699926168
LP002659,Male,Yes,3+,Graduate,No,3466,3428.0,150.0,360.0,1.0,Rural,Y,1,6894.0,5.0106352940962555,8.83840674707681,0.02175805047867711
LP002670,Female,Yes,2,Graduate,No,2031,1632.0,113.0,480.0,1.0,Semiurban,Y,1,3663.0,4.727387818712341,8.206037762778815,0.03084903084903085
